ORGANIZATION_CODE,template_name,item_SEGMENT1,DESCRIPTION,PRIMARY_UOM_CODE,PURCHASING_ITEM_FLAG,PURCHASING_ENABLED_FLAG,PROCESS_FLAG
SIO,@Product Family,124419,Richy our pride & joy foil pack 100g (10% off),ECH,Y,Y,N
SIO,@Product Family,123575,Richy Tea  pouch -200g (Tea 50g Free),ECH,Y,Y,N
SIO,@Product Family,116086,Rin 1Kg (Lifebouy Soap 50g Free) -EA,ECH,Y,Y,N
SIO,@Product Family,116005,Rin 500g (Vim Bar 100g Free) -EA,ECH,Y,Y,N
SIO,@Product Family,125687,Roza Conchglioni Shell - 400g (10% off),ECH,Y,Y,N
SIO,@Product Family,124998,Sandalwood Face Wash - 100ml (10% off),ECH,Y,Y,N
SIO,@Product Family,124809,Saptha 3 in 1 Joss Sticks x 2 (Free Samanala Joss Sticks 1 pkt),ECH,Y,Y,N
SIO,@Product Family,124810,Saptha Jasmine Joss Sticks x 2 (Free Samanala Joss Sticks 1 Pkt),ECH,Y,Y,N
SIO,@Product Family,124811,Saptha Sandlewood Joss Sticks (Free Samanala Joss Sticks 1 pkt),ECH,Y,Y,N
SIO,@Product Family,124865,Sathindu Dates 250g (5% off),ECH,Y,Y,N
SIO,@Product Family,124866,Sathindu Dates 400g (5% off),ECH,Y,Y,N
SIO,@Product Family,125551,Sensodyne Fresh Mint - 40g (Rs.15.00 off),ECH,Y,Y,N
SIO,@Product Family,124822,Sera Vegetable Clear Soup 45g (15% Off),ECH,Y,Y,N
SIO,@Product Family,125062,Shakthi Wax Matches 12s (10% off),ECH,Y,Y,N
SIO,@Product Family,124551,Siddhi Tea 25g (10% off),ECH,Y,Y,N
SIO,@Product Family,117502,Signal  Junior Tooth Brushx2 (Multi Nib Pencil Free),ECH,Y,Y,N
SIO,@Product Family,116997,Signal (ExpertFighter Multi Pack (Rs. 35 Off EA,ECH,Y,Y,N
SIO,@Product Family,116764,Signal (Whitening 120g  Fighter TB) Rs. 20Off -EA,ECH,Y,Y,N
SIO,@Product Family,115098,Signal 120g  Fighter T.B.(Lifebuoy Soap 50g Free) -EA,ECH,Y,Y,N
SIO,@Product Family,117074,Signal 120gSignal Fighter TB Rs. 20 Off EA,ECH,Y,Y,N
SIO,@Product Family,116719,Signal Expert Tooth B. Banded Pack (Rs. 7 Off) -EA,ECH,Y,Y,N
SIO,@Product Family,117838,Signal Expert Tooth Brush 2 Nail Clipper Free   EA,ECH,Y,Y,N
SIO,@Product Family,117501,Signal Expert Tooth Brush2 (Rs. 8  Off) -EA,ECH,Y,Y,N
SIO,@Product Family,121950,Signal Fighter Tooth Brush (Rs.10/-Off),ECH,Y,Y,N
SIO,@Product Family,117893,Signal Fighter Tooth Brush 3 (Rs. 36/  Off) -EA,ECH,Y,Y,N
SIO,@Product Family,122635,Signal Fighter Tooth Brush 3 Pack(Rs.25/-on sathosa Product),ECH,Y,Y,N
SIO,@Product Family,117011,Signal Herbal 120g  70gRs.26.50 OffEA,ECH,Y,Y,N
SIO,@Product Family,117764,Signal Herbal 120g Signal Herbal 70g (Rs.20/- Off) -EA,ECH,Y,Y,N
SIO,@Product Family,115022,Signal Herbal T/Paste 70gNormal 70g (Rs.10/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,113938,Signal Herbal TP 120g Signal Fighter TB -EA,ECH,Y,Y,N
SIO,@Product Family,116727,Signal Herbel Tooth Paste 70g2 (Rs. 10 Off) -EA,ECH,Y,Y,N
SIO,@Product Family,116056,Signal Nemo Tooth Brush X 2 (Ruler Free) -EA,ECH,Y,Y,N
SIO,@Product Family,117758,Signal Regular 120g 2 (Rs. 25/  Off) -EA,ECH,Y,Y,N
SIO,@Product Family,117023,Signal Regular 120gx2 (50%off from RedRawRice 1kg) -EA,ECH,Y,Y,N
SIO,@Product Family,117830,Signal Regular 160g Lifebuoy Soap 100g(Rs.12/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,117528,Signal Regular 160gLifebuoy Total 100g2(Rs. 15/ EA,ECH,Y,Y,N
SIO,@Product Family,117053,Signal Regular 160gLifebuoy Total 100g2Rs.15EA,ECH,Y,Y,N
SIO,@Product Family,116011,Signal Regular Tooth P. 160g (Sticker Sheet Free) -EA,ECH,Y,Y,N
SIO,@Product Family,116726,Signal Regular Tooth Paste 70g2 Rs. 10  Of fEA,ECH,Y,Y,N
SIO,@Product Family,125603,Signal Stron Teeth T/Paste - 120g (Rs.20.00 off),ECH,Y,Y,N
SIO,@Product Family,123721,Signal Strong Teeth 120g (Rs.9.00 Off),ECH,Y,Y,N
SIO,@Product Family,121856,Signal T Paste 120g Herbal  Rs 6 Off,ECH,Y,Y,N
SIO,@Product Family,121855,Signal T Paste 120g Normal Rs 6 Off,ECH,Y,Y,N
SIO,@Product Family,121854,Signal T Paste 160g Normal  Rs  9 Off,ECH,Y,Y,N
SIO,@Product Family,116053,Signal T. Paste Banded Pack(120g70g) (Rs.24Off) -EA,ECH,Y,Y,N
SIO,@Product Family,125482,Signal Tooth Brush - Fighter -EA (Rs.7.00 Off),ECH,Y,Y,N
SIO,@Product Family,113935,Signal Tooth Brush 3 Banded (Rs. 18/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,122634,Signal Tooth Paste - Herbal 120g X 2 (Rs.20/- Off On sathosa Product),ECH,Y,Y,N
SIO,@Product Family,117054,Signal Tooth Paste 120g  Stationery Set Free 120g,ECH,Y,Y,N
SIO,@Product Family,122633,Signal Tooth Paste 120g X 2 (Rs.20/- Off On sathosa Product),ECH,Y,Y,N
SIO,@Product Family,122755,Signal Tooth Paste 160g (Rs.14.00 Off),ECH,Y,Y,N
SIO,@Product Family,121437,Signal Tooth Paste Regular 120g 70g (Rs. 22/  Off) -EA,ECH,Y,Y,N
SIO,@Product Family,115071,Signal Tooth Paste Whitening 120g & 40g Banded -EA,ECH,Y,Y,N
SIO,@Product Family,125518,Signal Toothpaste Herbal -160g (Rs.25.00 Off),ECH,Y,Y,N
SIO,@Product Family,112629,Signal Tpaste (70gx2) (Lifebuoy Soap 50g free),ECH,Y,Y,N
SIO,@Product Family,124723,Signal Triple Clean Tooth Brush (Buy 2 Rs.10.00 off),ECH,Y,Y,N
SIO,@Product Family,121857,Signal Whitening T Paste 120g Herbal Rs 10 Off,ECH,Y,Y,N
SIO,@Product Family,116085,Signal Whitning (120g 40g) - (Rs. 20 Save) -EA,ECH,Y,Y,N
SIO,@Product Family,117980,Signal(Fighter T/B Regular 120g Whitening T/P120g) -EA,ECH,Y,Y,N
SIO,@Product Family,117760,Signal(Regular 120g Fighter Tooth B.)(Rs.25/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,116999,SignalRegular 120gWhitening 120gRs. 20 OffEA,ECH,Y,Y,N
SIO,@Product Family,124194,Soul Mate Perfume - BEK 22ml (20% Off),ECH,Y,Y,N
SIO,@Product Family,125610,Soul Mate Perfume - BEK 25ml (Rs.15.00 Off),ECH,Y,Y,N
SIO,@Product Family,125611,Soul Mate Perfume - Blueberry 25ml (Rs.15.00 Off),ECH,Y,Y,N
SIO,@Product Family,124874,Soulmate Edt Army 22ml (Rs.25.00 off),ECH,Y,Y,N
SIO,@Product Family,125608,Soulmate Edt Army 25ml (Rs.15.00 off),ECH,Y,Y,N
SIO,@Product Family,124875,Soulmate Edt Jasmine 22ml (Rs.25.00 off),ECH,Y,Y,N
SIO,@Product Family,124190,Soulmate Edt Sun Flower 22ml (20% Off),ECH,Y,Y,N
SIO,@Product Family,124877,Soulmate Edt True Passion 22ml (Rs.25.00 off),ECH,Y,Y,N
SIO,@Product Family,124189,Soulmate Magical & Miracle 22ml (20% Off),ECH,Y,Y,N
SIO,@Product Family,124876,Soulmate Magical & Miracle 22ml (Rs.25.00 off),ECH,Y,Y,N
SIO,@Product Family,125609,Soulmate Magical & Miracle 25ml (Rs.15.00 off),ECH,Y,Y,N
SIO,@Product Family,124214,St.Anthonys Commode Brush-Large (Rs.10.00 Off),ECH,Y,Y,N
SIO,@Product Family,124330,St.Anthonys Mop (Rs.20.00 Off),ECH,Y,Y,N
SIO,@Product Family,123764,St.Anthonys Nylon Broom (Rs.10.00 Off),ECH,Y,Y,N
SIO,@Product Family,124329,St.Anthonys Wiper (Rs.20/- off),ECH,Y,Y,N
SIO,@Product Family,117977,Stayfree - 8s (Rs. 18/  Off) -8s,ECH,Y,Y,N
SIO,@Product Family,116995,Stayfree Secure Dry Rs 35 Off,ECH,Y,Y,N
SIO,@Product Family,121570,Stayfree-secure Dry 8s  X 2 (Rs40/-Off),ECH,Y,Y,N
SIO,@Product Family,167,sudantha 120g Rs=10 off,ECH,Y,Y,N
SIO,@Product Family,115041,Sugar 1Kg  Lipton Laojee 200g 2 (Rs. 40/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,125485,Sunlight D/Powder - Lemon & Rose - 1kg (Rs.15/-off),ECH,Y,Y,N
SIO,@Product Family,116034,Sunlight Dertergent Powder 1kg (Canister free) -EA,ECH,Y,Y,N
SIO,@Product Family,115029,Sunlight Det. Powder 200g 2 (Rs.5/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,121866,Sunlight Powder 750g Rs 15 Off,ECH,Y,Y,N
SIO,@Product Family,117075,Sunlight Soap 120gx3 - 2Y/1G (Rs 6/- Off),ECH,Y,Y,N
SIO,@Product Family,119442,Sunny Soap 120g(Buy 5 Get 1 Free) -EA,ECH,Y,Y,N
SIO,@Product Family,124053,Sunquick- Orange -330ml (10% Off),ECH,Y,Y,N
SIO,@Product Family,112829,Sunrich Choco Bix 100g (10% Off),ECH,Y,Y,N
SIO,@Product Family,123503,Sunrich Choco Bix 400g (10% Off),ECH,Y,Y,N
SIO,@Product Family,112828,Sunrich Choco Bix 500g (10% Off),ECH,Y,Y,N
SIO,@Product Family,125587,Sunrich Cream Cracker -380g (Rs.10.00 off),ECH,Y,Y,N
SIO,@Product Family,123504,Sunrich Lacto Marie 460g (10% Off),ECH,Y,Y,N
SIO,@Product Family,114846,Sunrich Lemon Puff 200g (10% Off),ECH,Y,Y,N
SIO,@Product Family,123505,Sunrich Milk Crunch 400g (10% Off),ECH,Y,Y,N
SIO,@Product Family,123506,Sunrich Power Crunch 250g (10% Off),ECH,Y,Y,N
SIO,@Product Family,124860,Sunrita Pasta - Bend 400g (Save Rs.20/-),ECH,Y,Y,N
SIO,@Product Family,124861,Sunrita Pasta - Corkscrew 400g (Save Rs.20/-),ECH,Y,Y,N
SIO,@Product Family,124862,Sunrita Pasta - Pipe 400g (Save Rs.20/-),ECH,Y,Y,N
SIO,@Product Family,124863,Sunrita Pasta - Screw 400g (Save Rs.20/-),ECH,Y,Y,N
SIO,@Product Family,124864,Sunrita Pasta - Sippy 400g (Save Rs.20/-),ECH,Y,Y,N
SIO,@Product Family,117981,Suns. S. & S.-90ml   Rexona Deo 40ml (Rs.60/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,117027,SunSilk 200mlX2 (get 50%off from Flour 1kg) -EA,ECH,Y,Y,N
SIO,@Product Family,116767,Sunsilk B. S. 90ml(Sunsilk Condi. Sachets 4 Free) -EA,ECH,Y,Y,N
SIO,@Product Family,113852,Sunsilk Black Shine & Reload Card Free -90ml,ECH,Y,Y,N
SIO,@Product Family,115075,Sunsilk Black Shine 180ml - Earring Free -EA,ECH,Y,Y,N
SIO,@Product Family,122754,Sunsilk Black Shine 200ml (Rs.35.00 Off),ECH,Y,Y,N
SIO,@Product Family,125517,Sunsilk Black Shine 80ml (Rs.20.00 Off),ECH,Y,Y,N
SIO,@Product Family,117868,Sunsilk Black Shine-200ml(White Raw Rice 1Kg Free) -EA,ECH,Y,Y,N
SIO,@Product Family,113572,Sunsilk Blackshine & Free Reload Card -90ml,ECH,Y,Y,N
SIO,@Product Family,113903,Sunsilk Blackshine 200ml (Hairband Free) -EA,ECH,Y,Y,N
SIO,@Product Family,113853,Sunsilk Damage Repair & Reload Card Free -90ml,ECH,Y,Y,N
SIO,@Product Family,113902,Sunsilk Damage Repair (200ml) & Hair Band Free -EA,ECH,Y,Y,N
SIO,@Product Family,115078,Sunsilk Damage Repair 200ml - Earring Free -EA,ECH,Y,Y,N
SIO,@Product Family,122640,SunSilk Damage Repair 90ml (Sunsilk Conditioner 7ml X 4 free),ECH,Y,Y,N
SIO,@Product Family,117812,Sunsilk Dream Soft & Smooth 90ml Vaseline (Rs   35 -EA,ECH,Y,Y,N
SIO,@Product Family,113904,Sunsilk H/Fall Solution (200ml) & Hair Band Free -EA,ECH,Y,Y,N
SIO,@Product Family,113570,Sunsilk Hair fall Solution & Free Reload Card -90ml,ECH,Y,Y,N
SIO,@Product Family,113851,Sunsilk Hair Fall Solution & Reload Card Free -90ml,ECH,Y,Y,N
SIO,@Product Family,115077,Sunsilk Hair Fall Solution 200ml - Earring Free -EA,ECH,Y,Y,N
SIO,@Product Family,125515,Sunsilk Perfect Straight Shampoo - 80ml (Rs.15.00 off),ECH,Y,Y,N
SIO,@Product Family,117942,Sunsilk S. & S. 200ml Lux Body W. 120ml(Rs.50/ Off -EA,ECH,Y,Y,N
SIO,@Product Family,117895,Sunsilk S.&S.-90ml   Rexona Deo.-40ml (Rs.60/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,125516,Sunsilk Shampoo 90ml - Soft & Smooth (Rs.20.00 Off),ECH,Y,Y,N
SIO,@Product Family,113571,Sunsilk Soft & Smooth & Free Reload Card -90ml,ECH,Y,Y,N
SIO,@Product Family,113583,Sunsilk Soft & Smooth & off 12/ -90ml,ECH,Y,Y,N
SIO,@Product Family,116006,Sunsilk Soft & Smooth 100ml (Lux Peach Cream Soap -EA,ECH,Y,Y,N
SIO,@Product Family,115076,Sunsilk Soft & Smooth 200ml - Earring Free -EA,ECH,Y,Y,N
SIO,@Product Family,113901,Sunsilk Soft & Smooth 200ml (Hair Band Free),ECH,Y,Y,N
SIO,@Product Family,113930,Sunsilk Soft & Smooth 200ml (Lux Soap 75g Free) -200ml,ECH,Y,Y,N
SIO,@Product Family,122939,Sunsilk Soft & Smooth 200ml (Rs.35.00 Off),ECH,Y,Y,N
SIO,@Product Family,122639,SunSilk Soft & Smooth 90ml (Sunsilk Conditioner 7ml X 4 free),ECH,Y,Y,N
SIO,@Product Family,117512,Surf E. Magic 960gVim DW Liquid 500ml(Rs.55Off) -EA,ECH,Y,Y,N
SIO,@Product Family,121435,Surf E.-1Kg   Lifebuoy Body Wash-100ml(Rs.75/ Off) -EA,ECH,Y,Y,N
SIO,@Product Family,125212,Surf Excel - 1kg (Free Water Bottle),ECH,Y,Y,N
SIO,@Product Family,125161,Surf Excel - 500g (Rs.17.00 off),ECH,Y,Y,N
SIO,@Product Family,113849,Surf Excel & P. Canister Free -1Kg,ECH,Y,Y,N
SIO,@Product Family,117814,Surf Excel 1Kg   Lifeboy Shanpoo 90ml(Rs  60/- of -EA,ECH,Y,Y,N
SIO,@Product Family,116068,Surf Excel 1kg  Spot Cleaner Free -1kg,ECH,Y,Y,N
SIO,@Product Family,124722,Surf Excel 2kg (Canister Free),ECH,Y,Y,N
SIO,@Product Family,116003,Surf Excel 300g  150g (Rs. 11Off) -EA,ECH,Y,Y,N
SIO,@Product Family,116718,Surf Excel 500g (Lux 40g Free) -EA,ECH,Y,Y,N
SIO,@Product Family,117946,Surf Excel Matic Top Load - 1Kg 2 (Rs. 100/  Off) -1Kg,ECH,Y,Y,N
SIO,@Product Family,117028,SurfExcel 1kg500g 50 off from Canned Fish 425gEA,ECH,Y,Y,N
SIO,@Product Family,122707,Sustagen - Chocolate 400g (Rs.75.00 Off),ECH,Y,Y,N
SIO,@Product Family,123000,Turkey Soya Sauce 325ml (Rs.15.00 Off),ECH,Y,Y,N
SIO,@Product Family,124061,Turkey Sunflower Oil -1L (Rs.50.00 Off),ECH,Y,Y,N
SIO,@Product Family,125542,Turkey Sunflower Oil -1L (Rs.89.00 Off),ECH,Y,Y,N
SIO,@Product Family,124859,Turkey Sunflower Oil 500ml (Save Rs.30/-),ECH,Y,Y,N
SIO,@Product Family,124544,Turkey Sunflower Oil -500ml 30 of,ECH,Y,Y,N
SIO,@Product Family,123004,Turkey Tomato Sauce 400g (Rs.30.00 off),ECH,Y,Y,N
SIO,@Product Family,124857,Turkey Vegetable Oil 1L (Save Rs.70/-),ECH,Y,Y,N
SIO,@Product Family,124858,Turkey Vegetable Oil 500ml (Save Rs.50/-),ECH,Y,Y,N
SIO,@Product Family,112868,Two Knorr Display Tray Branded - Rs6/- Off -EA,ECH,Y,Y,N
SIO,@Product Family,112846,Two Lifebuoy Hand Wash with Towel Free -EA,ECH,Y,Y,N
SIO,@Product Family,112730,Two Lux Soap (White-75g) Banded -EA,ECH,Y,Y,N
SIO,@Product Family,112729,Two Pears Baby Soap (75g) Banded -EA,ECH,Y,Y,N
SIO,@Product Family,112409,Two Velvet Soap Get 1 Free -EA,ECH,Y,Y,N
SIO,@Product Family,124325,Valdigrano Macaroni 500 g 19/= Off ( Fusilli),ECH,Y,Y,N
SIO,@Product Family,124324,Valdigrano Macaroni 500 g 19/= Off (Selati),ECH,Y,Y,N
SIO,@Product Family,124327,Valdigrano Macaroni Off Rs.19 500g,ECH,Y,Y,N
SIO,@Product Family,121443,Vaseline - 100ml (Close-Up - 40g Free) -EA,ECH,Y,Y,N
SIO,@Product Family,121858,Vaseline 100ml Aloe Coo Fresh Rs 15 Off,ECH,Y,Y,N
SIO,@Product Family,121859,Vaseline 100ml Healthy White Rs 20 Off,ECH,Y,Y,N
SIO,@Product Family,121539,Vaseline 100ml Ponds Face Wash 50g   Rs 75 Off,ECH,Y,Y,N
SIO,@Product Family,123985,Vaseline Cream-Healthy White 100ml (Rs.24.00 Off),ECH,Y,Y,N
SIO,@Product Family,123910,Vaseline Cream-Healthy White 100ml (Rs.34.00 Off),ECH,Y,Y,N
SIO,@Product Family,122713,Vaseline Healthy White 100ml (Rs.30.00 Off),ECH,Y,Y,N
SIO,@Product Family,123251,Vaseline Healthy White 100ml (Rs.35.00 Off),ECH,Y,Y,N
SIO,@Product Family,121890,Vaseline Healthy White 100ml and FAL MV 25g(Rs 32 Off),ECH,Y,Y,N
SIO,@Product Family,122642,Vaseline Healthy White 100ml(Close Up Red Hot 40g Free),ECH,Y,Y,N
SIO,@Product Family,125113,Vaseline Total Moisture - 100ml (Free Face Wash),ECH,Y,Y,N
SIO,@Product Family,122968,Vasline Healthy White 400ml (Lux Bodywash 120ml Free),ECH,Y,Y,N
SIO,@Product Family,125046,Veldigrano Pasta 500g - Pipe Rigate (Rs.19.00 Off),ECH,Y,Y,N
SIO,@Product Family,172059,Velvet Avcado b/l  225ml,ECH,Y,Y,N
SIO,@Product Family,172055,Velvet Body Lotion All Dry Fresh 225ml,ECH,Y,Y,N
SIO,@Product Family,172057,Velvet Body Lotion Glow Perfect 225ml,ECH,Y,Y,N
SIO,@Product Family,117043,Velvet Hand Wash Rose 250ml (Hand Towel Free),ECH,Y,Y,N
SIO,@Product Family,117044,Velvet Hand Wash Sandalwood 250ml (Hand Towel Free),ECH,Y,Y,N
SIO,@Product Family,125573,Velvet Liquid Hand Wash - Rose  250ml (Free Refil Pack Rose 200ml),ECH,Y,Y,N
SIO,@Product Family,119441,Velvet Soap 100g   2 (Rs.10/  Off) -EA,ECH,Y,Y,N
SIO,@Product Family,117878,Velvet Soap 100g X 3 (Soap Dish Free) -EA,ECH,Y,Y,N
SIO,@Product Family,123481,Velvet Soap 100gx3 (Rs.10.00 Off),ECH,Y,Y,N
SIO,@Product Family,113875,Velvet Soap Buy 2 Save Rs 10 EA,ECH,Y,Y,N
SIO,@Product Family,123675,Vendol Royal Baby Soap (80g) 3 in 1 (Rs.4.00 Off),ECH,Y,Y,N
SIO,@Product Family,123914,Vendol Venivel 4 in 1 - 80gx4 (Vendol Baby Soap Free),ECH,Y,Y,N
SIO,@Product Family,122871,Village Chilli Paste (Jar) -200g (10% Off),ECH,Y,Y,N
SIO,@Product Family,121713,Village Chilli Paste 200g Bottle-Tamarind Cup 100g Free,ECH,Y,Y,N
SIO,@Product Family,122535,Village Chilli Paste Jar 200g (Rs.26.00 Off),ECH,Y,Y,N
SIO,@Product Family,122536,Village Chilli Paste Jar 310g (Rs.37.00 Off),ECH,Y,Y,N
SIO,@Product Family,123214,Village Chilli Paste(Jar) -310g (Plastic Continer Free),ECH,Y,Y,N
SIO,@Product Family,123215,Village Chilli Pcs 100g/Turmeric Powder 100g/Roasted Curry Powder 100g (2 Table Spoons Free),ECH,Y,Y,N
SIO,@Product Family,125574,Village Chilli Powder 100g (5% off),ECH,Y,Y,N
SIO,@Product Family,122983,Village Chilli Powder 100g (Rs.2.00 Off),ECH,Y,Y,N
SIO,@Product Family,122874,Village Chilli Powder 100g (Rs.3.00 Off),ECH,Y,Y,N
SIO,@Product Family,123217,Village Chilli Powder 100g/Pepper Powder 50g/Meat Curry Mix 100g (2 Table Spoons Free),ECH,Y,Y,N
SIO,@Product Family,123216,Village Chilli Powder 100g/Roasted Curry Powder 100g/Fish Curry Kirata 100g (2 Table Spoons Free),ECH,Y,Y,N
SIO,@Product Family,123377,Village Curry Powder 100g (Rs.4.00 Off),ECH,Y,Y,N
SIO,@Product Family,123218,Village Curry Powder 100g/Chilli Pcs 100g/Fish Curry Mirisata 100g (2 Table Spoons Free),ECH,Y,Y,N
SIO,@Product Family,124739,Village Cutlet Powder - 200g (10%Off),ECH,Y,Y,N
SIO,@Product Family,125579,Village Fish Curry (Kirata) 100g (10% off),ECH,Y,Y,N
SIO,@Product Family,122872,Village Fish Curry (Kirata) 100g (Rs.6.00 Off),ECH,Y,Y,N
SIO,@Product Family,124333,Village Fish Curry (Mirisata) 100g (Rs.6.00 Off),ECH,Y,Y,N
SIO,@Product Family,123211,Village Garlic Paste 250g (Rs.10.00 Off),ECH,Y,Y,N
SIO,@Product Family,121712,Village Goraka Cream 250g and Tamarind Cream 250g-Chilli Paste Cup 60g Free,ECH,Y,Y,N
SIO,@Product Family,122534,Village Goraka Cream Cup 250g (Rs.13.00 Off),ECH,Y,Y,N
SIO,@Product Family,122539,Village Goraka Cream Jar 250g (Rs.21.00 Off),ECH,Y,Y,N
SIO,@Product Family,125575,Village Meat Curry Mix 100g (10% off),ECH,Y,Y,N
SIO,@Product Family,122876,Village Meat Curry Mix 100g (Rs.4.00 Off),ECH,Y,Y,N
SIO,@Product Family,123379,Village Meat Curry Mix 100g/Turmeric Powder 100g (Rs.14.00 Off),ECH,Y,Y,N
SIO,@Product Family,124332,Village Meat Curry Mix 100gms (Rs.7/- off),ECH,Y,Y,N
SIO,@Product Family,123378,Village Mustard Cream 150g (Rs.10.00 Off),ECH,Y,Y,N
SIO,@Product Family,124331,Village Mustard Cream 150gms (Rs.15/- off),ECH,Y,Y,N
SIO,@Product Family,125578,Village Mustard Powder 100g (5% off),ECH,Y,Y,N
SIO,@Product Family,125576,Village Pepper Powder 100g (10% off),ECH,Y,Y,N
SIO,@Product Family,124737,Village Tamarind Cream Cup - 100g (10%Off),ECH,Y,Y,N
SIO,@Product Family,122533,Village Tamarind Cream Cup 250g (Rs.13.00 Off),ECH,Y,Y,N
SIO,@Product Family,122540,Village Tamarind Cream Jar 250g (Rs.20.00 Off),ECH,Y,Y,N
SIO,@Product Family,123212,Village Turmeric Powder 100g (Rs.6.00 Off),ECH,Y,Y,N
SIO,@Product Family,122875,Village Turmeric Powder 100g (Rs.7.00 Off),ECH,Y,Y,N
SIO,@Product Family,123462,Vim 200gx2 (Soap Tray Free),ECH,Y,Y,N
SIO,@Product Family,113979,Vim 400g - Plastic Tray Free -EA,ECH,Y,Y,N
SIO,@Product Family,116720,Vim Bar 100g2 (Rs. 3 Off) -EA,ECH,Y,Y,N
SIO,@Product Family,116722,Vim D. W. Liquid 500ml  Vim Bar 200g(Rs.12Off) -EA,ECH,Y,Y,N
SIO,@Product Family,122638,Vim Liquid 500ml(Vim D/W Neem Bar 100g Free),ECH,Y,Y,N
SIO,@Product Family,113932,Vim Powder 650g  Vim 100g Off (Save Rs. 9/) -EA,ECH,Y,Y,N
SIO,@Product Family,116721,Vim Powder 650g  Vim Bar 100g (Rs. 8 Off)EA,ECH,Y,Y,N
SIO,@Product Family,117029,VimLiquid D/W 500mlX2(50%off from Keeri Samba 1kg) -EA,ECH,Y,Y,N
SIO,@Product Family,125544,Whisper - Heavy Flow & Over Night 8s -(Free Gillette Venus Lady Razor 2),ECH,Y,Y,N
SIO,@Product Family,125615,Whole Kernel Corn - 425g (10% off),ECH,Y,Y,N
SIO,@Product Family,125594,Wiji Papadam -60g (Rs.8.50 off),ECH,Y,Y,N
SIO,@Product Family,124398,Wiji Soya - 500g (20% off),ECH,Y,Y,N
SIO,@Product Family,117769,Wonderlight 1Kg  Cloth Line Free -EA,ECH,Y,Y,N
SIO,@Product Family,116002,Wonderlight 200g  400g (Rs. 10 Off) -EA,ECH,Y,Y,N
SIO,@Product Family,116763,Wonderlight White 120g2 (Rs. 5Off) -EA,ECH,Y,Y,N
SIO,@Product Family,125451,Zenra Tea - 400g (10% Gramme Include - 40g),ECH,Y,Y,N
SIO,@Product Family,125450,Zenra Tea (Bottle) 250g (10% Gramme Include - 25g),ECH,Y,Y,N
SIO,@Product Family,125346,Chandanalepa Face Cream - 40g (15% off),ECH,Y,Y,N
SIO,@Product Family,125562,Chandanalepa Lemon & Lime Conditioner 80ml (Free S/Berry B/Lotion 50ml),ECH,Y,Y,N
SIO,@Product Family,124938,Chandanalepa Lemon & Lime Conditioner 80ml (Rs.20/- off),ECH,Y,Y,N
SIO,@Product Family,124935,Chandanalepa Milk Damage Therapy Conditioner 80ml (Rs.20/- off),ECH,Y,Y,N
SIO,@Product Family,124273,Bio Clean 500ml (15% Off),ECH,Y,Y,N
SIO,@Product Family,124274,Bio Clean 700ml (15% Off),ECH,Y,Y,N
SIO,@Product Family,125290,Cinthol Deodrant Spray - Energy 150ml (15% Off),ECH,Y,Y,N
SIO,@Product Family,124056,Cinthol Soap - Cool 100g (20% Off),ECH,Y,Y,N
SIO,@Product Family,124057,Cinthol Soap - Deo 100g (20% Off),ECH,Y,Y,N
SIO,@Product Family,123837,Flora Toilet Tissue 04 Rolls (Free 2 toilet seat paper pack / 26/= off),ECH,Y,Y,N
SIO,@Product Family,122806,Hela Light Soap (3 in 1) 330g (Rs.6.00 Off),ECH,Y,Y,N
SIO,@Product Family,124288,Pears Baby Soap - Pure & Gentle 100gx3 (Soap Tray Free),ECH,Y,Y,N
SIO,@Product Family,123311,Air Wick Gel 50g x 2 (Rose-Jasmine) (Rs.20.00 Off),ECH,Y,Y,N
SIO,@Product Family,123310,Air Wick Gel 50g x 2 (Rose-Lavender) (Rs.20.00 Off),ECH,Y,Y,N
SIO,@Product Family,112890,Baby Cheramy Cream get 50ml free -100ml,ECH,Y,Y,N
SIO,@Product Family,123920,Baby Cheramy Lotion Floral Milk 100ml (Baby Cheramy 75g Free),ECH,Y,Y,N
SIO,@Product Family,115016,Baby Cream 100ml (Flower Soap 75g Free) -EA,ECH,Y,Y,N
SIO,@Product Family,125274,Baygon Spray -300ml (Rs.25.00 Off),ECH,Y,Y,N
SIO,@Product Family,123500,Baygon Spray -600ml (Rs.50.00 Off),ECH,Y,Y,N
SIO,@Product Family,123605,Best Air Freshner - Apple  - 475ml (Rs.60.00 Off),ECH,Y,Y,N
SIO,@Product Family,123609,Best Air Freshner - Araliya -475ml (Rs.60.00 Off),ECH,Y,Y,N
SIO,@Product Family,123606,Best Air Freshner - Jesmin -475ml (Rs.60.00 Off),ECH,Y,Y,N
SIO,@Product Family,123610,Best Air Freshner - Orange -475ml (Rs.60.00 Off),ECH,Y,Y,N
SIO,@Product Family,123607,Best Air Freshner - Rose -475ml (Rs.60.00 Off),ECH,Y,Y,N
